true_id,source,source_customer_id,entity_type,note,source_transaction_id
cust_0090,ERP,ERP-a0c708891b,transaction,,TXN-ee597f9ae0
cust_0059,ERP,ERP-bc5b633176,transaction,,TXN-16c0343d87
cust_0106,ERP,ERP-e2ee723dbd,transaction,,TXN-99ea52940b
cust_0176,ERP,ERP-fa0b225bd8,transaction,,TXN-9f85200920
cust_0073,ERP,ERP-ec956484b5,transaction,,TXN-638c484ec6
cust_0151,ERP,ERP-95a35fbfbb,transaction,,TXN-96c9f6340d
cust_0001,ERP,ERP-60395caa93,transaction,,TXN-38a072d804
cust_0047,ERP,ERP-e51cc3d23d,transaction,,TXN-a40291b8d6
cust_0184,ERP,ERP-aa5569a7b8,transaction,,TXN-8bc15a3261
cust_0140,ERP,ERP-aeef54526c,transaction,,TXN-d784b8314c
cust_0017,ERP,ERP-4b17b16b61,transaction,,TXN-1f80049e33
cust_0176,ERP,ERP-fa0b225bd8,transaction,,TXN-b9e6501fd0
cust_0058,ERP,ERP-dec1355c58,transaction,,TXN-3d4198dbee
cust_0151,ERP,ERP-95a35fbfbb,transaction,,TXN-22d7764029
cust_0019,ERP,ERP-09778f9720,transaction,,TXN-888b13b5e5
cust_0114,ERP,ERP-a21f90a2e4,transaction,,TXN-80d6f2a1b1
cust_0150,ERP,ERP-9a6034c112,transaction,,TXN-c1497505fe
cust_0060,ERP,ERP-d57d655b56,transaction,,TXN-28b780f00a
cust_0141,ERP,ERP-68c2618db2,transaction,,TXN-bffe5cd791
cust_0023,ERP,ERP-d18dd115f0,transaction,,TXN-f07f3246d8
cust_0191,ERP,ERP-6ca8d7d8e7,transaction,,TXN-d3dc0e147e
cust_0151,ERP,ERP-95a35fbfbb,transaction,,TXN-8487c018de
cust_0081,ERP,ERP-511effba5d,transaction,,TXN-9c47c9a2c5
cust_0131,ERP,ERP-d2753fd71c,transaction,,TXN-e398887e79
cust_0121,ERP,ERP-f3fc0087c8,transaction,,TXN-65d94c95b9
cust_0067,ERP,ERP-31bb73d117,transaction,,TXN-b42d405b96
cust_0154,ERP,ERP-85eb4deccd,transaction,,TXN-6264e16953
cust_0166,ERP,ERP-82f0dbcc71,transaction,,TXN-293d461795
cust_0110,ERP,ERP-ef705e9696,transaction,,TXN-1f40585fd6
cust_0107,ERP,ERP-6ec60b87e1,transaction,,TXN-dcdb797500
cust_0055,ERP,ERP-1803805983,transaction,,TXN-27b77177f2
cust_0023,ERP,ERP-d18dd115f0,transaction,,TXN-a4a2878b25
cust_0086,ERP,ERP-5f5b913e98,transaction,,TXN-37079cad0a
cust_0134,ERP,ERP-4bab68c6ac,transaction,,TXN-d710179a8b
cust_0056,ERP,ERP-cd2402684f,transaction,,TXN-e0ef8b0dbb
cust_0002,ERP,ERP-f6ba2db5c0,transaction,,TXN-6f8732e14d
cust_0007,ERP,ERP-f1469ceb7a,transaction,,TXN-affa47b9e3
cust_0057,ERP,ERP-2b63b3dc33,transaction,,TXN-e44d3607b8
cust_0131,ERP,ERP-d2753fd71c,transaction,,TXN-02f0410873
cust_0001,ERP,ERP-60395caa93,transaction,,TXN-36347b7b70
cust_0110,ERP,ERP-ef705e9696,transaction,,TXN-10e642e71d
cust_0085,ERP,ERP-038b4385b9,transaction,,TXN-7fda4fea5b
cust_0189,ERP,ERP-a8619634ad,transaction,,TXN-0409511f75
cust_0046,ERP,ERP-75789abbc8,transaction,,TXN-9b2c79ec3e
cust_0145,ERP,ERP-2909679b77,transaction,,TXN-0c2b2bf958
cust_0064,ERP,ERP-1bbdfd426c,transaction,,TXN-4b8b7dab33
cust_0078,ERP,ERP-35e66b199d,transaction,,TXN-42f2b2d194
cust_0068,ERP,ERP-82be1db8d0,transaction,,TXN-04c2610c55
cust_0016,ERP,ERP-41445bd11a,transaction,,TXN-85bb614c67
cust_0093,ERP,ERP-aecf71a648,transaction,,TXN-af9c120a42
cust_0042,ERP,ERP-83fcfd3eec,transaction,,TXN-e8bcd0040f
cust_0170,ERP,ERP-0bf8f43b7d,transaction,,TXN-3470bfaee6
cust_0171,ERP,ERP-72f504ddea,transaction,,TXN-57df0ade64
cust_0052,ERP,ERP-2dfca1ec11,transaction,,TXN-111bba5749
cust_0107,ERP,ERP-6ec60b87e1,transaction,,TXN-26ca7ea7b9
cust_0068,ERP,ERP-82be1db8d0,transaction,,TXN-ada25ebc50
cust_0047,ERP,ERP-e51cc3d23d,transaction,,TXN-6ea89f3158
cust_0162,ERP,ERP-4f0d1a73dc,transaction,,TXN-f835f66e38
cust_0132,ERP,ERP-44dd54232d,transaction,,TXN-74237a53db
cust_0091,ERP,ERP-54374dab4d,transaction,,TXN-93fa8da23d
cust_0055,ERP,ERP-1803805983,transaction,,TXN-06259c943b
cust_0037,ERP,ERP-aa3308ec6d,transaction,,TXN-188dab334e
cust_0111,ERP,ERP-65a6743867,transaction,,TXN-bba86908a1
cust_0122,ERP,ERP-2b6b7ece46,transaction,,TXN-9dc2bb5e80
cust_0110,ERP,ERP-ef705e9696,transaction,,TXN-c37ee6f63e
cust_0045,ERP,ERP-8c0635153c,transaction,,TXN-1f6fc75545
cust_0014,ERP,ERP-0e97b59b65,transaction,,TXN-1a3c44bd80
cust_0131,ERP,ERP-d2753fd71c,transaction,,TXN-f718db1289
cust_0192,ERP,ERP-106f9167a0,transaction,,TXN-12c00b045f
cust_0095,ERP,ERP-26bcd5e6f2,transaction,,TXN-873a3c770a
cust_0043,ERP,ERP-5b94e63558,transaction,,TXN-2752b9b8ba
cust_0058,ERP,ERP-dec1355c58,transaction,,TXN-a444f7fe7b
cust_0146,ERP,ERP-bf88ca1bde,transaction,,TXN-4069b1777e
cust_0162,ERP,ERP-4f0d1a73dc,transaction,,TXN-a2cc670346
cust_0089,ERP,ERP-1efbe132c4,transaction,,TXN-047f5d3e15
cust_0063,ERP,ERP-b3a8c1b856,transaction,,TXN-f8b5fba520
cust_0043,ERP,ERP-5b94e63558,transaction,,TXN-171ad98db7
cust_0084,ERP,ERP-2eee60958c,transaction,,TXN-344180a86c
cust_0148,ERP,ERP-d3c65e6bb0,transaction,,TXN-5324234e47
cust_0016,ERP,ERP-41445bd11a,transaction,,TXN-e97c9f0fa5
cust_0159,ERP,ERP-f3457f4a23,transaction,,TXN-99fe4065e1
cust_0064,ERP,ERP-1bbdfd426c,transaction,,TXN-3a8c110aaa
cust_0101,ERP,ERP-2ed6eb4899,transaction,,TXN-06b6417177
cust_0177,ERP,ERP-0d1916600d,transaction,,TXN-b69b89d865
cust_0198,ERP,ERP-46fb25b424,transaction,,TXN-7b91de6ced
cust_0008,ERP,ERP-933fbe2566,transaction,,TXN-0a383afddc
cust_0171,ERP,ERP-72f504ddea,transaction,,TXN-9b2f266eda
cust_0070,ERP,ERP-4557cce138,transaction,,TXN-254585f757
cust_0111,ERP,ERP-65a6743867,transaction,,TXN-f6f69e455e
cust_0035,ERP,ERP-0617daa491,transaction,,TXN-59d0bdee5b
cust_0108,ERP,ERP-9497e65085,transaction,,TXN-472a670c6d
cust_0095,ERP,ERP-26bcd5e6f2,transaction,,TXN-ad157c4022
